Largeur eprouvette,Epaisseur,Distance inter-appui,epsilon1,epsilon2,delta1,delta2,effort1,effort2,sigma1,sigma2,Module E
6.694325013074245,1.0519344065210499,26,0.0005,0.0025,0.05355213498495457,0.26776067492477285,7.349492140446005,80.84441354490606,38.69348283324169,425.6283111656586,193467.41416620847
6.920894540814742,1.0728100241144467,25,0.0005,0.0025,0.04854851480002308,0.24274257400011542,1.6586419181481575,18.245061099629734,7.808651260974106,85.89516387071517,39043.256304870534
6.025516524801,1.1966988961883664,26,0.0005,0.0025,0.047073941083059366,0.2353697054152968,8.66480181230993,95.31281993540922,39.1614873552082,430.77636090729027,195807.43677604105
5.586738463659733,1.4739634192351214,25,0.0005,0.0025,0.03533556712035686,0.17667783560178432,2.593206841896972,28.525275260866692,8.011921305424892,88.13113435967381,40059.60652712446
5.738807249180708,1.247554924829237,29,0.0005,0.0025,0.05617655137943222,0.28088275689716113,5.597061583446924,61.56767741791616,27.25890174391553,299.84791918307076,136294.5087195776
5.603103644801692,1.293765076442574,28,0.0005,0.0025,0.050498606372169505,0.2524930318608475,1.750117572301431,19.251293295315744,7.8374902279555405,86.21239250751094,39187.4511397777
5.279039912732275,1.1254128077700771,25,0.0005,0.0025,0.04627931455350383,0.23139657276751915,4.802341197462662,52.825753172089286,26.934295973090236,296.2772557039926,134671.47986545117
6.756273227566146,1.4374528580550836,26,0.0005,0.0025,0.03918969099936537,0.1959484549968268,2.8812227303095708,31.693450033405277,8.049094265240516,88.54003691764568,40245.47132620258
6.482649789104887,1.262088508111483,29,0.0005,0.0025,0.05552965016550386,0.2776482508275193,9.34188819615821,102.76077015774032,39.35425879673772,432.8968467641149,196771.29398368858
5.304590327422539,1.2727416114541974,28,0.0005,0.0025,0.05133275501119617,0.2566637750559808,1.5929417669021875,17.522359435924063,7.786044012216851,85.64648413438539,38930.22006108427
5.78839003809529,1.2270049165506987,28,0.0005,0.0025,0.05324618707885497,0.26623093539427484,1.6173229177519635,17.7905520952716,7.794632388261289,85.74095627087416,38973.16194130643
5.896477248565391,1.2171447453001092,29,0.0005,0.0025,0.0575801141186811,0.2879005705934055,7.8060240604750835,85.86626466522593,38.87246296044816,427.59709256492977,194362.3148022408
5.677669478064586,1.1981710428003025,28,0.0005,0.0025,0.054527551576141996,0.27263775788070993,7.522896610753861,82.75186271829247,38.763826228326145,426.4020885115876,193819.13114163073
6.77550375324289,1.4809374674249718,27,0.0005,0.0025,0.0410213134155023,0.20510656707751151,14.782192013273011,162.60411214600313,40.28828963574541,443.1711859931995,201441.44817872706
5.34441815596962,1.4388048236623487,27,0.0005,0.0025,0.04222254401772598,0.2111127200886299,2.169104600990139,23.86015061089153,7.940197734444395,87.34217507888833,39700.98867222197
5.991109861521249,1.4763313809848446,27,0.0005,0.0025,0.04114929803867905,0.20574649019339525,12.913532984405954,142.0488628284655,40.05208354570162,440.57291900271775,200260.41772850807
5.958269130515101,1.0188966990119304,27,0.0005,0.0025,0.05962331614079424,0.29811658070397123,4.050641851702246,44.557060368724706,26.521521926488628,291.7367411913749,132607.60963244314
5.938222208435893,1.0736747654486305,28,0.0005,0.0025,0.06085020849496642,0.3042510424748321,1.2434809296629403,13.678290226292345,7.629331446933133,83.92264591626446,38146.65723466566
6.206460525128775,1.300547838169755,26,0.0005,0.0025,0.043315079753321904,0.21657539876660953,7.474065359080616,82.21471894988679,27.766736429229713,305.4341007215269,138833.68214614858
6.4381287733158885,1.4719202929921646,25,0.0005,0.0025,0.03538461530920043,0.17692307654600214,2.9988604462281176,32.987464908509295,8.062306028600563,88.6853663146062,40311.53014300282
6.244034118647303,1.3666529453180147,29,0.0005,0.0025,0.05128100266671961,0.25640501333359805,10.63204367421022,116.95248041631241,39.65740185477617,436.2314204025378,198287.0092738808
6.58751600238267,1.0744889786042904,26,0.0005,0.0025,0.05242802341863724,0.26214011709318613,5.293717424416562,58.23089166858219,27.145618964032856,298.6018086043614,135728.09482016426
6.402041169407739,1.1653566815411607,29,0.0005,0.0025,0.060138955260160804,0.30069477630080405,1.5532965632972282,17.086262196269512,7.771546227077639,85.48700849785402,38857.73113538819
6.145195357945002,1.141012816834551,25,0.0005,0.0025,0.04564658044580538,0.2282329022290269,8.332507635994528,91.6575839959398,39.05622361404609,429.61845975450694,195281.11807023044
6.240061348987624,1.1790327590200518,27,0.0005,0.0025,0.05152528590511099,0.2576264295255549,1.6735307517273155,18.40883826900047,7.813544985113314,85.94899483624644,39067.72492556657
6.591439456879424,1.3423228115855843,25,0.0005,0.0025,0.03880090011419178,0.1940045005709589,12.673811360555383,139.4119249661092,40.016978842498425,440.18676726748265,200084.8942124921
5.356908497704839,1.1187282840833712,28,0.0005,0.0025,0.05839964383028371,0.29199821915141855,4.253487311102918,46.788360422132094,26.64593519841606,293.10528718257666,133229.6759920803
